mrt_code,mrt_name,address,floor_type,room_num,price,size,floor,parking,link
R22,北投捷運站,台北市北投區大業路,整層住家,4,164300,95.39,17F/19F,無,//rent.591.com.tw/home/house/detail/2/9383689.html
R20,唭哩岸捷運站,台北市北投區公館路423巷,整層住家,1,106000,95.44,1F/6F,無,//rent.591.com.tw/home/house/detail/2/9237505.html
BL10,龍山寺捷運站,台北市萬華區桂林路,整層住家,3,135300,95.62,14F/19F,無,//rent.591.com.tw/home/house/detail/2/9430542.html
BL10,龍山寺捷運站,台北市萬華區桂林路,整層住家,3,135000,95.62,14F/19F,無,//rent.591.com.tw/home/house/detail/2/9245754.html
BL10,龍山寺捷運站,台北市萬華區桂林路141號,整層住家,3,135000,95.62,14F/19F,無,//rent.591.com.tw/home/house/detail/2/9236076.html
BR21,葫洲捷運站,台北市內湖區民權東路六段,整層住家,4,164300,95.73,6F/7F,無,//rent.591.com.tw/home/house/detail/2/9377726.html
BR21,葫洲捷運站,台北市內湖區金湖路326巷68號,整層住家,4,154200,96.48,1F/9F,無,//rent.591.com.tw/home/house/detail/2/9357295.html
G05,景美捷運站,台北市文山區車前路19號,整層住家,3,214800,96.4,26F/33F,無,//rent.591.com.tw/home/house/detail/2/9429580.html
BR05,辛亥捷運站,台北市文山區萬美街二段,整層住家,5,77000,96.53,3F/12F,無,//rent.591.com.tw/home/house/detail/2/9301998.html
R21,奇岩捷運站,台北市北投區三合街一段,整層住家,3,168300,96.71,8F/9F,無,//rent.591.com.tw/home/house/detail/2/8861900.html
BL13,善導寺捷運站,台北市中正區泰安街,整層住家,4,185800,96.84,2F/7F,無,//rent.591.com.tw/home/house/detail/2/8966982.html
R19,石牌捷運站,台北市北投區天母西路117巷,整層住家,3,236800,96.89,11F/13F,無,//rent.591.com.tw/home/house/detail/2/9451671.html
BR09,大安捷運站,台北市大安區瑞安街120巷,整層住家,4,241300,96.93,2F/11F,無,//rent.591.com.tw/home/house/detail/2/9432123.html
R16,士林捷運站,台北市士林區至善路二段,整層住家,2,161200,97.14,8F/16F,無,//rent.591.com.tw/home/house/detail/2/9359319.html
BL18,市政府捷運站,台北市信義區景雲街,整層住家,4,119600,97.14,3F/5F,無,//rent.591.com.tw/home/house/detail/2/9362793.html
BL17,國父紀念館捷運站,台北市大安區光復南路290巷,整層住家,3,294000,97.17,6F/14F,無,//rent.591.com.tw/home/house/detail/2/9335334.html
BL19,永春捷運站,台北市信義區忠孝東路五段345巷,整層住家,3,212600,97.25,11F/14F,無,//rent.591.com.tw/home/house/detail/2/9423580.html
BL13,善導寺捷運站,台北市中正區杭州北路20號,整層住家,3,367300,97.26,9F/14F,無,//rent.591.com.tw/home/house/detail/2/9378795.html
BL13,善導寺捷運站,台北市中正區杭州北路,整層住家,3,367300,97.27,9F/14F,無,//rent.591.com.tw/home/house/detail/2/9315985.html
BR10,忠孝復興捷運站,台北市大安區市民大道三段,整層住家,4,323000,97.31,12F/23F,無,//rent.591.com.tw/home/house/detail/2/9322143.html
BL14,忠孝新生捷運站,台北市大安區市民大道三段,整層住家,4,311400,97.3,17F/23F,無,//rent.591.com.tw/home/house/detail/2/9325524.html
R16,士林捷運站,台北市士林區中社路一段9巷,整層住家,6,333500,97.49,整棟/2F,無,//rent.591.com.tw/home/house/detail/2/9365016.html
BR05,辛亥捷運站,台北市文山區辛亥路四段101巷,整層住家,6,142100,97.65,整棟/1F,無,//rent.591.com.tw/home/house/detail/2/9331473.html
BR05,辛亥捷運站,台北市文山區辛亥路四段101巷,整層住家,6,142300,97.66,整棟/2F,無,//rent.591.com.tw/home/house/detail/2/9215912.html
BR05,辛亥捷運站,台北市文山區辛亥路四段101巷,整層住家,5,144500,97.67,整棟/2F,無,//rent.591.com.tw/home/house/detail/2/9315055.html
BR12,中山國中捷運站,台北市松山區復興北路313巷,整層住家,4,239200,97.75,8F/11F,無,//rent.591.com.tw/home/house/detail/2/9400735.html
BR12,中山國中捷運站,台北市松山區光復北路313巷,整層住家,4,239200,97.75,8F/11F,無,//rent.591.com.tw/home/house/detail/2/9211429.html
BR12,中山國中捷運站,台北市松山區復興北路313巷40號,整層住家,4,239200,97.75,8F/11F,無,//rent.591.com.tw/home/house/detail/2/9330494.html
BR12,中山國中捷運站,台北市中山區復興北路313巷,整層住家,4,239200,97.75,8F/11F,無,//rent.591.com.tw/home/house/detail/2/9314645.html
O10,中山國小捷運站,台北市中山區中山北路二段,整層住家,3,232000,97.87,3F/16F,無,//rent.591.com.tw/home/house/detail/2/9432095.html
BR07,六張犁捷運站,台北市信義區吳興街600巷,整層住家,2,140100,97.88,3F/15F,無,//rent.591.com.tw/home/house/detail/2/9348116.html
BL13,善導寺捷運站,台北市中正區忠孝東路二段,整層住家,4,253200,98.44,14F/19F,無,//rent.591.com.tw/home/house/detail/2/9421217.html
BR12,中山國中捷運站,台北市松山區復興北路313巷,整層住家,3,226700,98.45,7F/11F,無,//rent.591.com.tw/home/house/detail/2/9402060.html
BR12,中山國中捷運站,台北市松山區敦化北路244巷,整層住家,3,414800,98.62,7F/12F,無,//rent.591.com.tw/home/house/detail/2/9440189.html
O10,中山國小捷運站,台北市中山區民權東路一段,整層住家,4,229600,98.63,15F/16F,無,//rent.591.com.tw/home/house/detail/2/9215998.html
R23,復興崗捷運站,台北市北投區稻香路168號,整層住家,4,120800,98.68,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9235860.html
BR06,麟光捷運站,台北市文山區和平東路四段66巷,整層住家,4,109200,98.87,10F/16F,無,//rent.591.com.tw/home/house/detail/2/9416183.html
R22A,新北投捷運站,台北市北投區泉源路,整層住家,5,118200,99.05,1F/10F,無,//rent.591.com.tw/home/house/detail/2/9203275.html
BR18,文德捷運站,台北市內湖區內湖路二段103巷,整層住家,5,159500,99.37,5F/14F,無,//rent.591.com.tw/home/house/detail/2/9220894.html
R06,大安森林公園捷運站,台北市大安區新生南路一段161巷,整層住家,3,575100,99.56,整棟/4F,無,//rent.591.com.tw/home/house/detail/2/9252452.html
G06,萬隆捷運站,台北市文山區三福街,整層住家,6,175900,99.59,1F/15F,無,//rent.591.com.tw/home/house/detail/2/9421528.html
BL11,西門捷運站,台北市萬華區昆明街,整層住家,5,198100,99.72,14F/14F,無,//rent.591.com.tw/home/house/detail/2/9455557.html
BR21,葫洲捷運站,台北市內湖區金湖路347巷,整層住家,4,236800,99.76,整棟/5F,無,//rent.591.com.tw/home/house/detail/2/9311637.html
BR14,大直捷運站,台北市中山區北安路458巷,整層住家,4,244500,99.78,14F/14F,無,//rent.591.com.tw/home/house/detail/2/9200616.html
BR23,南港軟體園區捷運站,台北市南港區經貿二路,整層住家,3,210200,99.91,9F/21F,無,//rent.591.com.tw/home/house/detail/2/9310215.html
R12,雙連捷運站,台北市中山區新生北路二段,套房,1,10000,8.56,8F/12F,無,//rent.591.com.tw/home/house/detail/2/9311827.html
R03,台北101/世貿捷運站,台北市信義區光復南路,套房,1,29100,13,16F/18F,無,//rent.591.com.tw/home/house/detail/2/9343516.html
BL16,忠孝敦化捷運站,台北市大安區忠孝東路四段,套房,1,29400,12.64,5F/11F,無,//rent.591.com.tw/home/house/detail/2/9172594.html
BR06,麟光捷運站,台北市大安區和平東路三段406巷8號,套房,1,16800,11.48,5F/6F,無,//rent.591.com.tw/home/house/detail/2/9280421.html
O09,行天宮捷運站,台北市中山區松江路,套房,1,12300,10.82,4F/6F,無,//rent.591.com.tw/home/house/detail/2/9386832.html
R11,中山捷運站,台北市中山區林森北路107巷,套房,1,16400,12.28,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9261664.html
O09,行天宮捷運站,台北市中山區民生東路二段,套房,1,17100,14.11,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9343904.html
O12,大橋頭捷運站,台北市大同區昌吉街,套房,1,12700,8.05,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9254319.html
O10,中山國小捷運站,台北市中山區新生北路三段,套房,1,21800,13.67,9F/10F,無,//rent.591.com.tw/home/house/detail/2/9433611.html
O10,中山國小捷運站,台北市中山區林森北路416巷1號,套房,1,15500,13.51,2F/11F,無,//rent.591.com.tw/home/house/detail/2/9216707.html
O10,中山國小捷運站,台北市中山區林森北路,套房,1,9700,7.36,12F/12F,無,//rent.591.com.tw/home/house/detail/2/9332513.html
R11,中山捷運站,台北市中山區中山北路一段,套房,1,13000,8.7,9F/12F,無,//rent.591.com.tw/home/house/detail/2/9434236.html
O10,中山國小捷運站,台北市中山區新生北路三段,套房,1,12400,8.77,10F/12F,無,//rent.591.com.tw/home/house/detail/2/9253613.html
G15,松江南京捷運站,台北市中山區長安東路二段,套房,1,12800,8.41,9F/11F,無,//rent.591.com.tw/home/house/detail/2/9445078.html
R11,中山捷運站,台北市中山區林森北路,套房,1,9100,9.68,6F/12F,無,//rent.591.com.tw/home/house/detail/2/9453663.html
O10,中山國小捷運站,台北市中山區德惠街,套房,1,8500,7.01,11F/11F,無,//rent.591.com.tw/home/house/detail/2/9275574.html
R10,台北車站捷運站,台北市中山區中山北路一段53巷,套房,1,20500,11.18,9F/12F,無,//rent.591.com.tw/home/house/detail/2/9338636.html
BL18,市政府捷運站,台北市信義區永吉路120巷,套房,1,27600,13.32,8F/10F,無,//rent.591.com.tw/home/house/detail/2/9292581.html
O10,中山國小捷運站,台北市中山區德惠街34號,套房,1,10300,8.7,3F/11F,無,//rent.591.com.tw/home/house/detail/2/9441963.html
BL16,忠孝敦化捷運站,台北市大安區敦化南路一段187巷,套房,1,29600,12.56,4F/8F,無,//rent.591.com.tw/home/house/detail/2/9371032.html
G17,台北小巨蛋捷運站,台北市松山區八德路三段,套房,1,24000,8.58,5F/11F,無,//rent.591.com.tw/home/house/detail/2/9328226.html
R16,士林捷運站,台北市士林區承德路四段6巷,套房,8,44400,23.83,5F/5F,無,//rent.591.com.tw/home/house/detail/2/9383556.html
R10,台北車站捷運站,台北市中正區開封街一段48號,套房,1,22100,12.09,9F/14F,無,//rent.591.com.tw/home/house/detail/2/9330158.html
BL11,西門捷運站,台北市萬華區成都路,套房,1,10000,10.1,10F/12F,無,//rent.591.com.tw/home/house/detail/2/9320169.html
R06,大安森林公園捷運站,台北市大安區信義路三段,套房,1,42500,18.74,5F/14F,無,//rent.591.com.tw/home/house/detail/2/9311340.html
R13,民權西路捷運站,台北市中山區中山北路二段128巷6弄5號,套房,1,16000,11.46,5F/8F,無,//rent.591.com.tw/home/house/detail/2/8612116.html
R03,台北101/世貿捷運站,台北市信義區光復南路,套房,1,33200,12.49,2F/13F,無,//rent.591.com.tw/home/house/detail/2/9342177.html
G05,景美捷運站,台北市文山區景興路188號,套房,1,15300,16.04,8F/24F,無,//rent.591.com.tw/home/house/detail/2/9232455.html
R13,民權西路捷運站,台北市大同區民權西路118巷,套房,1,20500,11.11,2F/11F,無,//rent.591.com.tw/home/house/detail/2/9331279.html
R11,中山捷運站,台北市中山區林森北路,套房,1,14400,12.44,12F/12F,無,//rent.591.com.tw/home/house/detail/2/9193577.html
R10,台北車站捷運站,台北市中正區忠孝西路一段,套房,1,14700,9.92,18F/27F,無,//rent.591.com.tw/home/house/detail/2/9155566.html
G15,松江南京捷運站,台北市中山區林森北路119巷,套房,1,18400,12.22,6F/7F,無,//rent.591.com.tw/home/house/detail/2/9382902.html
R10,台北車站捷運站,台北市中正區開封街一段,套房,1,17900,10.73,2F/14F,無,//rent.591.com.tw/home/house/detail/2/9382958.html
G18,南京三民捷運站,台北市松山區民生東路五段,套房,1,19800,11.41,10F/20F,無,//rent.591.com.tw/home/house/detail/2/9420539.html
BR10,忠孝復興捷運站,台北市大安區復興南路一段79巷,套房,1,16500,8.8,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9420547.html
O10,中山國小捷運站,台北市中山區吉林路,套房,1,22000,14.03,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9231573.html
BR10,忠孝復興捷運站,台北市中山區市民大道三段,套房,1,27600,20.72,4F/13F,無,//rent.591.com.tw/home/house/detail/2/9299292.html
BR04,萬芳醫院捷運站,台北市文山區辛亥路五段,套房,1,20100,14.47,11F/11F,無,//rent.591.com.tw/home/house/detail/2/9335719.html
BR10,忠孝復興捷運站,台北市大安區復興南路一段,套房,1,41000,15.91,12F/15F,無,//rent.591.com.tw/home/house/detail/2/9252422.html
BL11,西門捷運站,台北市中正區桃源街,套房,1,14900,10.55,5F/8F,無,//rent.591.com.tw/home/house/detail/2/9280143.html
R11,中山捷運站,台北市中山區林森北路,套房,1,12100,9.5,5F/11F,無,//rent.591.com.tw/home/house/detail/2/9442884.html
R10,台北車站捷運站,台北市大同區市民大道一段,套房,1,15700,18.93,11F/16F,無,//rent.591.com.tw/home/house/detail/2/9334760.html
R13,民權西路捷運站,台北市中山區雙城街46巷,套房,1,13600,12.01,5F/6F,無,//rent.591.com.tw/home/house/detail/2/9224029.html
BL11,西門捷運站,台北市萬華區峨眉街,套房,1,16200,10.21,5F/6F,無,//rent.591.com.tw/home/house/detail/2/9257521.html
R11,中山捷運站,台北市中山區林森北路107巷,套房,1,14900,10.08,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9351063.html
G17,台北小巨蛋捷運站,台北市松山區南京東路四段,套房,1,25900,17.18,12F/14F,無,//rent.591.com.tw/home/house/detail/2/9247312.html
G15,松江南京捷運站,台北市中山區南京東路二段,套房,1,32400,15.16,11F/18F,無,//rent.591.com.tw/home/house/detail/2/9294199.html
R02,象山捷運站,台北市信義區松山路,套房,1,20100,10.86,9F/9F,無,//rent.591.com.tw/home/house/detail/2/9323240.html
O10,中山國小捷運站,台北市中山區新生北路二段,套房,1,10800,9.77,11F/12F,無,//rent.591.com.tw/home/house/detail/2/9438653.html
G17,台北小巨蛋捷運站,台北市松山區八德路三段186號,套房,1,24000,8.58,5F/11F,無,//rent.591.com.tw/home/house/detail/2/9324046.html
R12,雙連捷運站,台北市中山區民生東路一段,套房,1,10300,8.4,8F/12F,無,//rent.591.com.tw/home/house/detail/2/9242632.html
BL11,西門捷運站,台北市萬華區環河南路一段,套房,1,5200,5.77,6F/12F,無,//rent.591.com.tw/home/house/detail/2/9277405.html
BL16,忠孝敦化捷運站,台北市大安區敦化南路一段177巷,套房,1,31700,14,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9154214.html
BL20,後山埤捷運站,台北市南港區東新街180巷,套房,1,13600,11.1,B1/12F,無,//rent.591.com.tw/home/house/detail/2/9282549.html
BL11,西門捷運站,台北市萬華區成都路,套房,1,20200,16.62,11F/13F,無,//rent.591.com.tw/home/house/detail/2/8893155.html
R02,象山捷運站,台北市信義區信義路五段,套房,1,27600,15.19,7F/19F,無,//rent.591.com.tw/home/house/detail/2/9313969.html
G18,南京三民捷運站,台北市松山區三民路136巷,套房,1,17100,9.86,5F/6F,無,//rent.591.com.tw/home/house/detail/2/9372847.html
R22A,新北投捷運站,台北市北投區中山路3號,套房,1,34500,25.35,10F/25F,無,//rent.591.com.tw/home/house/detail/2/9395170.html
BR23,南港軟體園區捷運站,台北市南港區重陽路,套房,1,18300,12.38,6F/9F,無,//rent.591.com.tw/home/house/detail/2/9268383.html
G10,中正紀念堂捷運站,台北市中正區南昌路一段,套房,1,28300,13.28,10F/13F,無,//rent.591.com.tw/home/house/detail/2/9222252.html
BL10,龍山寺捷運站,台北市萬華區華西街,套房,1,8600,10.8,8F/8F,無,//rent.591.com.tw/home/house/detail/2/9391233.html
R12,雙連捷運站,台北市中山區中山北路二段59巷,套房,1,32600,19.93,4F/16F,無,//rent.591.com.tw/home/house/detail/2/9417915.html
BR10,忠孝復興捷運站,台北市大安區復興南路一段79巷,套房,1,21200,10.86,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9435584.html
R13,民權西路捷運站,台北市大同區民權西路,套房,1,18600,19,8F/18F,無,//rent.591.com.tw/home/house/detail/2/9437607.html
R11,中山捷運站,台北市中山區林森北路107巷32號,套房,1,14900,10.08,2F/7F,無,//rent.591.com.tw/home/house/detail/2/9449846.html
O10,中山國小捷運站,台北市中山區新生北路三段,套房,1,11000,8.32,13F/14F,無,//rent.591.com.tw/home/house/detail/2/9442190.html
R06,大安森林公園捷運站,台北市大安區信義路三段,套房,1,31500,11.78,4F/14F,無,//rent.591.com.tw/home/house/detail/2/9338894.html
O10,中山國小捷運站,台北市中山區德惠街,套房,1,10300,8.7,3F/11F,無,//rent.591.com.tw/home/house/detail/2/9380337.html
O10,中山國小捷運站,台北市中山區雙城街,套房,1,24200,12.6,7F/15F,無,//rent.591.com.tw/home/house/detail/2/9390441.html
R04,信義安和捷運站,台北市信義區信義路四段265巷,套房,1,14900,5.82,4F/13F,無,//rent.591.com.tw/home/house/detail/2/9404760.html
R22,北投捷運站,台北市北投區溫泉路37巷,套房,1,13600,17.05,12F/13F,無,//rent.591.com.tw/home/house/detail/2/9185398.html
R12,雙連捷運站,台北市中山區錦州街30巷,套房,1,9300,7.21,6F/10F,無,//rent.591.com.tw/home/house/detail/2/9414144.html
G13,北門捷運站,台北市大同區延平北路二段,套房,1,22900,19.65,10F/11F,無,//rent.591.com.tw/home/house/detail/2/9409800.html
BL14,忠孝新生捷運站,台北市中山區八德路二段,套房,1,31600,13.83,4F/11F,無,//rent.591.com.tw/home/house/detail/2/9419892.html
BR23,南港軟體園區捷運站,台北市南港區經貿二路157巷,套房,1,27600,16.26,3F/7F,無,//rent.591.com.tw/home/house/detail/2/9359644.html
R11,中山捷運站,台北市中山區林森北路259巷,套房,1,12300,11.36,4F/7F,無,//rent.591.com.tw/home/house/detail/2/9347735.html
O10,中山國小捷運站,台北市中山區農安街6號,套房,1,22300,16.09,11F/14F,無,//rent.591.com.tw/home/house/detail/2/9333050.html
R19,石牌捷運站,台北市北投區振興街,套房,1,20100,12.28,2F/8F,無,//rent.591.com.tw/home/house/detail/2/9345489.html
R02,象山捷運站,台北市信義區信義路五段,套房,1,37200,20.47,16F/19F,無,//rent.591.com.tw/home/house/detail/2/9397298.html
R11,中山捷運站,台北市大同區寧夏路,套房,1,15400,14.16,7F/14F,無,//rent.591.com.tw/home/house/detail/2/9421093.html
G15,松江南京捷運站,台北市中山區四平街,套房,1,25200,13.93,6F/10F,無,//rent.591.com.tw/home/house/detail/2/9305481.html
R13,民權西路捷運站,台北市中山區撫順街,套房,1,17300,12.82,6F/8F,無,//rent.591.com.tw/home/house/detail/2/9273549.html
O10,中山國小捷運站,台北市中山區錦州街,套房,1,17700,15.48,10F/11F,無,//rent.591.com.tw/home/house/detail/2/9207343.html
BR11,南京復興捷運站,台北市中山區長春路,套房,1,17400,12.51,8F/12F,無,//rent.591.com.tw/home/house/detail/2/9207272.html
R03,台北101/世貿捷運站,台北市信義區松勤街,套房,1,45700,20.18,6F/19F,無,//rent.591.com.tw/home/house/detail/2/9368883.html
BL19,永春捷運站,台北市信義區忠孝東路五段,套房,1,31300,12.17,4F/11F,無,//rent.591.com.tw/home/house/detail/2/9409620.html
O10,中山國小捷運站,台北市中山區錦州街30巷,套房,1,7200,5,5F/10F,無,//rent.591.com.tw/home/house/detail/2/9393237.html
O10,中山國小捷運站,台北市中山區農安街,套房,1,13400,9,7F/11F,無,//rent.591.com.tw/home/house/detail/2/9447133.html
BR04,萬芳醫院捷運站,台北市文山區興隆路三段,套房,1,17900,11.71,6F/10F,無,//rent.591.com.tw/home/house/detail/2/9395951.html
BL16,忠孝敦化捷運站,台北市大安區敦化南路233巷,套房,1,25900,12.99,4F/10F,無,//rent.591.com.tw/home/house/detail/2/9390564.html
BL19,永春捷運站,台北市信義區忠孝東路五段,套房,1,33300,17.8,13F/18F,無,//rent.591.com.tw/home/house/detail/2/9409558.html
R11,中山捷運站,台北市中山區中山二路93巷,套房,1,16400,11.25,3F/14F,無,//rent.591.com.tw/home/house/detail/2/9275151.html
R11,中山捷運站,台北市中山區林森北路85巷,套房,1,15800,10.21,6F/7F,無,//rent.591.com.tw/home/house/detail/2/9396757.html
G18,南京三民捷運站,台北市松山區南京東路五段,套房,1,24900,14.45,2F/11F,無,//rent.591.com.tw/home/house/detail/2/9451300.html
G15,松江南京捷運站,台北市中山區長春路,套房,1,14300,9.98,12F/12F,無,//rent.591.com.tw/home/house/detail/2/9417379.html
BL17,國父紀念館捷運站,台北市松山區市民大道五段,套房,1,24000,13.24,8F/9F,無,//rent.591.com.tw/home/house/detail/2/9420837.html
BL11,西門捷運站,台北市萬華區漢口街二段,套房,1,23900,14.86,8F/15F,無,//rent.591.com.tw/home/house/detail/2/9285189.html
O10,中山國小捷運站,台北市中山區林森北路,套房,1,16600,24.24,2F/10F,無,//rent.591.com.tw/home/house/detail/2/9413635.html
G18,南京三民捷運站,台北市松山區南京東路五段,套房,1,29400,16.78,9F/18F,無,//rent.591.com.tw/home/house/detail/2/9450502.html
R22A,新北投捷運站,台北市北投區溫泉路,套房,1,7400,8.88,4F/7F,無,//rent.591.com.tw/home/house/detail/2/9438671.html
G15,松江南京捷運站,台北市中山區南京東路二段,套房,1,33400,20.52,7F/18F,無,//rent.591.com.tw/home/house/detail/2/9406746.html
BL16,忠孝敦化捷運站,台北市大安區市民大道四段,套房,1,27700,9.92,8F/10F,無,//rent.591.com.tw/home/house/detail/2/9447109.html
BR04,萬芳醫院捷運站,台北市文山區仙岩路16巷,套房,1,14900,11,1F/3F,無,//rent.591.com.tw/home/house/detail/2/9398141.html
R02,象山捷運站,台北市信義區信義路五段,套房,1,31700,14.54,2F/19F,無,//rent.591.com.tw/home/house/detail/2/9335693.html
BR12,中山國中捷運站,台北市中山區民生東路三段,套房,1,26100,19.53,4F/9F,無,//rent.591.com.tw/home/house/detail/2/9406650.html
G19,松山捷運站,台北市松山區八德路四段,套房,1,25400,14.96,14F/14F,無,//rent.591.com.tw/home/house/detail/2/9408981.html
BL11,西門捷運站,台北市萬華區成都路,套房,1,15600,12.37,7F/14F,無,//rent.591.com.tw/home/house/detail/2/9355300.html
R03,台北101/世貿捷運站,台北市信義區光復南路,套房,1,28000,14.65,4F/13F,無,//rent.591.com.tw/home/house/detail/2/9395463.html
BL11,西門捷運站,台北市萬華區武昌街二段,套房,1,9800,10.26,5F/9F,無,//rent.591.com.tw/home/house/detail/2/9379444.html
G18,南京三民捷運站,台北市松山區南京東路五段,套房,1,37200,16.78,15F/18F,無,//rent.591.com.tw/home/house/detail/2/9429079.html
G19,松山捷運站,台北市南港區八德路四段,套房,1,17700,13.23,15F/16F,無,//rent.591.com.tw/home/house/detail/2/9408660.html
BL18,市政府捷運站,台北市信義區基隆路一段101巷,套房,1,29600,14.69,9F/14F,無,//rent.591.com.tw/home/house/detail/2/9390879.html
BL19,永春捷運站,台北市信義區忠孝東路五段,套房,1,29400,12.17,3F/11F,無,//rent.591.com.tw/home/house/detail/2/9452179.html
R22A,新北投捷運站,台北市北投區泉源路,套房,1,10600,17.42,6F/7F,無,//rent.591.com.tw/home/house/detail/2/9452166.html
R12,雙連捷運站,台北市中山區新生北路二段,套房,1,12100,9.19,9F/12F,無,//rent.591.com.tw/home/house/detail/2/9420426.html
O10,中山國小捷運站,台北市中山區新生北路三段,套房,1,25900,11.7,12F/12F,無,//rent.591.com.tw/home/house/detail/2/9379155.html
G18,南京三民捷運站,台北市松山區民生東路五段,套房,1,23600,15.86,5F/15F,無,//rent.591.com.tw/home/house/detail/2/9449759.html
BR10,忠孝復興捷運站,台北市大安區安東街45號,套房,1,15300,8.47,9F/11F,無,//rent.591.com.tw/home/house/detail/2/9403439.html
BL11,西門捷運站,台北市萬華區成都路,套房,1,16000,13.15,13F/13F,無,//rent.591.com.tw/home/house/detail/2/9446072.html
O10,中山國小捷運站,台北市中山區林森北路416巷,套房,1,10800,10.71,3F/4F,無,//rent.591.com.tw/home/house/detail/2/9250839.html
R12,雙連捷運站,台北市中山區錦州街30巷,套房,1,8400,6.94,9F/10F,無,//rent.591.com.tw/home/house/detail/2/9348886.html
R22A,新北投捷運站,台北市北投區溫泉路71號,套房,1,7400,8.88,4F/7F,無,//rent.591.com.tw/home/house/detail/2/9384543.html
BL20,後山埤捷運站,台北市南港區成福路,套房,1,21400,10.93,5F/8F,無,//rent.591.com.tw/home/house/detail/2/9352835.html
G18,南京三民捷運站,台北市松山區民生東路五段138巷,套房,1,27000,12.84,5F/12F,無,//rent.591.com.tw/home/house/detail/2/9382913.html
BR10,忠孝復興捷運站,台北市大安區復興南路一段79巷,套房,1,19600,9.91,3F/16F,無,//rent.591.com.tw/home/house/detail/2/9448980.html
R02,象山捷運站,台北市信義區信義路五段,套房,1,27000,14.8,9F/19F,無,//rent.591.com.tw/home/house/detail/2/9390862.html
R25,關渡捷運站,台北市北投區中央北路四段583巷,套房,1,17700,15.97,4F/5F,無,//rent.591.com.tw/home/house/detail/2/9384271.html
R22A,新北投捷運站,台北市北投區溫泉路,套房,1,7200,8.22,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9384225.html
G18,南京三民捷運站,台北市松山區南京東路五段,套房,1,13400,7.95,2F/11F,無,//rent.591.com.tw/home/house/detail/2/9024563.html
BR12,中山國中捷運站,台北市中山區五常街,套房,1,46400,20.35,9F/12F,無,//rent.591.com.tw/home/house/detail/2/9446035.html
O10,中山國小捷運站,台北市中山區林森北路,套房,1,19600,11.25,7F/14F,無,//rent.591.com.tw/home/house/detail/2/9452045.html
R03,台北101/世貿捷運站,台北市信義區松勤街,套房,1,41400,15.02,12F/19F,無,//rent.591.com.tw/home/house/detail/2/9346577.html
R22A,新北投捷運站,台北市北投區新民路,套房,1,9300,8.59,3F/10F,無,//rent.591.com.tw/home/house/detail/2/9384108.html
R12,雙連捷運站,台北市大同區寧夏路,套房,1,13000,13.38,11F/11F,無,//rent.591.com.tw/home/house/detail/2/9389237.html
G18,南京三民捷運站,台北市松山區寶清街111巷,套房,1,23900,13.21,5F/7F,無,//rent.591.com.tw/home/house/detail/2/9384112.html
R19,石牌捷運站,台北市北投區天母北路105巷,套房,1,15800,10.24,4F/5F,無,//rent.591.com.tw/home/house/detail/2/9389187.html
R11,中山捷運站,台北市中山區林森北路107巷,套房,1,24200,18.06,6F/8F,無,//rent.591.com.tw/home/house/detail/2/9403156.html
G19,松山捷運站,台北市松山區八德路四段,套房,1,50100,28.83,13F/13F,無,//rent.591.com.tw/home/house/detail/2/9362644.html
BR11,南京復興捷運站,台北市松山區敦化北路4巷37號,套房,1,23700,9,4F/6F,無,//rent.591.com.tw/home/house/detail/2/9335327.html
R12,雙連捷運站,台北市中山區中山北路二段93巷,套房,1,15900,9.48,14F/14F,無,//rent.591.com.tw/home/house/detail/2/9310249.html
BL18,市政府捷運站,台北市信義區永吉路120巷,套房,1,38900,18.79,5F/8F,無,//rent.591.com.tw/home/house/detail/2/9349554.html
G18,南京三民捷運站,台北市松山區八德路四段,套房,1,20100,13.08,3F/14F,無,//rent.591.com.tw/home/house/detail/2/9349566.html
G18,南京三民捷運站,台北市松山區南京東路五段,套房,1,26500,15.62,4F/18F,無,//rent.591.com.tw/home/house/detail/2/9185952.html
O10,中山國小捷運站,台北市中山區錦州街23巷,套房,1,38900,29.74,10F/14F,無,//rent.591.com.tw/home/house/detail/2/9296422.html
G19,松山捷運站,台北市松山區八德路四段,套房,1,19600,10.59,7F/14F,無,//rent.591.com.tw/home/house/detail/2/9289819.html
R22A,新北投捷運站,台北市北投區中山路47號,套房,1,7100,9.81,11F/12F,無,//rent.591.com.tw/home/house/detail/2/9352002.html
O10,中山國小捷運站,台北市中山區農安街,套房,1,14700,11.32,8F/11F,無,//rent.591.com.tw/home/house/detail/2/9431913.html
BL11,西門捷運站,台北市萬華區昆明街,套房,6,33200,46.66,4F/10F,無,//rent.591.com.tw/home/house/detail/2/9415451.html
BL16,忠孝敦化捷運站,台北市大安區忠孝東路四段,套房,1,29800,12.64,9F/11F,無,//rent.591.com.tw/home/house/detail/2/9289250.html
